Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2019-02-18 09-AM,BTCUSD,3690.9,3692.6,3690.9,3692.6,0.8475,3128.91
2019-02-18 08-AM,BTCUSD,3690,3690.9,3690,3690.9,0.241,889.45
2019-02-18 07-AM,BTCUSD,3680.5,3690,3680.5,3690,3.19,11746.11
2019-02-18 06-AM,BTCUSD,3672.68,3680.5,3672.68,3680.5,3.27,12018.22
2019-02-18 05-AM,BTCUSD,3672.68,3672.68,3672.68,3672.68,0.0,0.0
2019-02-18 04-AM,BTCUSD,3671.8,3672.68,3671.8,3672.68,0.6456,2370.84
2019-02-18 03-AM,BTCUSD,3630,3671.8,3630,3671.8,3.91,14363.57
2019-02-18 02-AM,BTCUSD,3630,3630,3630,3630,0.0,0.0
2019-02-18 01-AM,BTCUSD,3650.3,3665.6,3630,3630,5.29,19332.13
2019-02-18 12-AM,BTCUSD,3562.03,3650.3,3562.03,3650.3,0.08324,303.1
2019-02-17 11-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 10-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 09-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 08-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 07-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 06-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 05-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 04-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 03-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 02-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 01-PM,BTCUSD,3562.03,3562.03,3562.03,3562.03,0.0,0.0
2019-02-17 12-PM,BTCUSD,3597,3597,3562.03,3562.03,0.01417,50.47
2019-02-17 11-AM,BTCUSD,3630,3630,3597,3597,2.0,7194.0
2019-02-17 10-AM,BTCUSD,3638.76,3638.76,3629.99,3630,0.05717,207.54
2019-02-17 09-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 08-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 07-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 06-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 05-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 04-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 03-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 02-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 01-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-17 12-AM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-16 11-PM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-16 10-PM,BTCUSD,3638.76,3638.76,3638.76,3638.76,0.0,0.0
2019-02-16 09-PM,BTCUSD,3587.2,3638.76,3587.2,3638.76,0.2459,888.54
2019-02-16 08-PM,BTCUSD,3587.2,3587.2,3587.2,3587.2,0.0,0.0
2019-02-16 07-PM,BTCUSD,3587.2,3587.2,3587.2,3587.2,0.0,0.0
2019-02-16 06-PM,BTCUSD,3587.2,3587.2,3587.2,3587.2,0.0,0.0
2019-02-16 05-PM,BTCUSD,3587.2,3587.2,3587.2,3587.2,0.0,0.0
2019-02-16 04-PM,BTCUSD,3587.2,3587.2,3587.2,3587.2,0.0,0.0
2019-02-16 03-PM,BTCUSD,3587.2,3587.2,3587.2,3587.2,0.0,0.0
2019-02-16 02-PM,BTCUSD,3587.2,3587.2,3587.2,3587.2,0.0,0.0
2019-02-16 01-PM,BTCUSD,3645.14,3645.14,3587.2,3587.2,0.02411,86.47
2019-02-16 12-PM,BTCUSD,3570.92,3645.14,3570.92,3645.14,0.01467,52.83
2019-02-16 11-AM,BTCUSD,3570.92,3570.92,3570.92,3570.92,0.0,0.0
2019-02-16 10-AM,BTCUSD,3570.92,3570.92,3570.92,3570.92,0.0,0.0
2019-02-16 09-AM,BTCUSD,3587,3587,3570.92,3570.92,0.007176,25.62
2019-02-16 08-AM,BTCUSD,3587,3587,3587,3587,0.0,0.0
2019-02-16 07-AM,BTCUSD,3587,3587,3587,3587,0.0,0.0
2019-02-16 06-AM,BTCUSD,3587,3587,3587,3587,0.0,0.0
2019-02-16 05-AM,BTCUSD,3625.15,3625.15,3587,3587,0.9015,3233.68
2019-02-16 04-AM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-16 03-AM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-16 02-AM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-16 01-AM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-16 12-AM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-15 11-PM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-15 10-PM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-15 09-PM,BTCUSD,3625.15,3625.15,3625.15,3625.15,0.0,0.0
2019-02-15 08-PM,BTCUSD,3612.27,3625.15,3612.27,3625.15,0.06901,250.01
2019-02-15 07-PM,BTCUSD,3612.22,3612.27,3612.22,3612.27,0.04602,166.25
2019-02-15 06-PM,BTCUSD,3554.01,3612.22,3554.01,3612.22,0.01673,60.43
2019-02-15 05-PM,BTCUSD,3554.01,3554.01,3554.01,3554.01,0.0,0.0
2019-02-15 04-PM,BTCUSD,3552,3554.01,3552,3554.01,0.02403,85.4
2019-02-15 03-PM,BTCUSD,3570,3570,3552,3552,2.47,8816.77
2019-02-15 02-PM,BTCUSD,3576,3610,3570,3570,4.96,17812.32
2019-02-15 01-PM,BTCUSD,3576,3576,3576,3576,0.0,0.0
2019-02-15 12-PM,BTCUSD,3576,3576,3576,3576,0.0,0.0
2019-02-15 11-AM,BTCUSD,3576,3576,3576,3576,0.2926,1046.27
2019-02-15 10-AM,BTCUSD,3576,3576,3576,3576,0.0,0.0
2019-02-15 09-AM,BTCUSD,3589.41,3589.41,3576,3576,0.009,32.18
2019-02-15 08-AM,BTCUSD,3570,3589.41,3570,3589.41,0.0305,109.49
2019-02-15 07-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-15 06-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-15 05-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-15 04-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-15 03-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-15 02-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-15 01-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-15 12-AM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-14 11-PM,BTCUSD,3570,3570,3570,3570,0.1239,442.48
2019-02-14 10-PM,BTCUSD,3570,3570,3570,3570,1.75,6255.35
2019-02-14 09-PM,BTCUSD,3570,3570,3570,3570,0.06131,218.87
2019-02-14 08-PM,BTCUSD,3570.01,3570.01,3570,3570,0.01042,37.2
2019-02-14 07-PM,BTCUSD,3570,3570.01,3570,3570.01,0.05596,199.79
2019-02-14 06-PM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-14 05-PM,BTCUSD,3570,3570,3570,3570,0.0,0.0
2019-02-14 04-PM,BTCUSD,3572.28,3572.28,3570,3570,0.05213,186.1
2019-02-14 03-PM,BTCUSD,3558.03,3572.28,3558.03,3572.28,0.1142,406.88
2019-02-14 02-PM,BTCUSD,3554.74,3558.03,3554.74,3558.03,0.02903,103.28
2019-02-14 01-PM,BTCUSD,3588.84,3588.84,3554.74,3554.74,0.002045,7.27
2019-02-14 12-PM,BTCUSD,3588.84,3588.84,3588.84,3588.84,0.0,0.0
2019-02-14 11-AM,BTCUSD,3588.84,3588.84,3556.61,3588.84,0.04183,150.07
2019-02-14 10-AM,BTCUSD,3588.84,3588.84,3588.84,3588.84,0.01414,50.76
2019-02-14 09-AM,BTCUSD,3588.84,3588.84,3588.84,3588.84,0.0,0.0
2019-02-14 08-AM,BTCUSD,3588.84,3588.84,3588.84,3588.84,0.0,0.0
2019-02-14 07-AM,BTCUSD,3588.84,3588.84,3588.84,3588.84,0.0,0.0
2019-02-14 06-AM,BTCUSD,3588.84,3588.84,3588.84,3588.84,0.0,0.0
2019-02-14 05-AM,BTCUSD,3589.37,3589.37,3588.84,3588.84,0.2229,800.0
2019-02-14 04-AM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-14 03-AM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-14 02-AM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-14 01-AM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-14 12-AM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-13 11-PM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-13 10-PM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-13 09-PM,BTCUSD,3589.37,3589.37,3589.37,3589.37,0.0,0.0
2019-02-13 08-PM,BTCUSD,3572.75,3589.37,3572.75,3589.37,0.06331,227.26
2019-02-13 07-PM,BTCUSD,3570.17,3572.75,3570.17,3572.75,0.02978,106.39
2019-02-13 06-PM,BTCUSD,3570.17,3570.17,3570.17,3570.17,0.0,0.0
2019-02-13 05-PM,BTCUSD,3565.03,3581.93,3565.03,3570.17,4.01,14310.77
2019-02-13 04-PM,BTCUSD,3565.03,3565.03,3565.03,3565.03,0.0,0.0
2019-02-13 03-PM,BTCUSD,3625.74,3625.74,3564.98,3565.03,0.06783,241.8
2019-02-13 02-PM,BTCUSD,3625.74,3625.74,3625.74,3625.74,0.0,0.0
2019-02-13 01-PM,BTCUSD,3575.68,3625.74,3575.68,3625.74,0.01219,44.19
2019-02-13 12-PM,BTCUSD,3625.75,3625.75,3570.57,3575.68,0.02236,80.18
2019-02-13 11-AM,BTCUSD,3625.75,3625.75,3625.75,3625.75,0.0,0.0
2019-02-13 10-AM,BTCUSD,3625.75,3625.75,3625.75,3625.75,0.002109,7.65
2019-02-13 09-AM,BTCUSD,3607.07,3625.75,3607.07,3625.75,0.009499,34.44
2019-02-13 08-AM,BTCUSD,3607.07,3607.07,3607.07,3607.07,0.0,0.0
2019-02-13 07-AM,BTCUSD,3607.07,3607.07,3607.07,3607.07,0.0,0.0
2019-02-13 06-AM,BTCUSD,3584.37,3607.07,3584.37,3607.07,0.003669,13.23
2019-02-13 05-AM,BTCUSD,3584.37,3584.37,3584.37,3584.37,0.0,0.0
2019-02-13 04-AM,BTCUSD,3584.37,3584.37,3584.37,3584.37,0.0,0.0
2019-02-13 03-AM,BTCUSD,3584.37,3584.37,3584.37,3584.37,0.0,0.0
2019-02-13 02-AM,BTCUSD,3584.37,3584.37,3584.37,3584.37,0.0,0.0
2019-02-13 01-AM,BTCUSD,3584.37,3584.37,3584.37,3584.37,0.0,0.0
2019-02-13 12-AM,BTCUSD,3610,3610,3584.37,3584.37,0.001567,5.62
2019-02-12 11-PM,BTCUSD,3610,3610,3610,3610,0.0,0.0
2019-02-12 10-PM,BTCUSD,3610,3610,3610,3610,0.0,0.0
2019-02-12 09-PM,BTCUSD,3610,3610,3610,3610,0.0,0.0
2019-02-12 08-PM,BTCUSD,3610,3610,3610,3610,0.0,0.0
2019-02-12 07-PM,BTCUSD,3610,3610,3610,3610,0.0,0.0
2019-02-12 06-PM,BTCUSD,3583.63,3610,3583.63,3610,0.119,429.19
2019-02-12 05-PM,BTCUSD,3583.63,3583.63,3583.63,3583.63,0.0,0.0
2019-02-12 04-PM,BTCUSD,3583.63,3583.63,3583.63,3583.63,0.02,71.68
2019-02-12 03-PM,BTCUSD,3579.79,3583.63,3579.79,3583.63,0.05158,184.84
2019-02-12 02-PM,BTCUSD,3560.18,3579.79,3560.18,3579.79,0.003978,14.24
2019-02-12 01-PM,BTCUSD,3560.18,3560.18,3560.18,3560.18,0.0,0.0
2019-02-12 12-PM,BTCUSD,3560.18,3560.18,3560.18,3560.18,0.0,0.0
2019-02-12 11-AM,BTCUSD,3560.18,3560.18,3560.18,3560.18,0.0,0.0
2019-02-12 10-AM,BTCUSD,3560.18,3560.18,3560.18,3560.18,0.0,0.0
2019-02-12 09-AM,BTCUSD,3575.81,3575.81,3560.18,3560.18,0.03062,109.01
2019-02-12 08-AM,BTCUSD,3575.81,3575.81,3575.81,3575.81,0.0,0.0
2019-02-12 07-AM,BTCUSD,3576.36,3576.36,3575.81,3575.81,0.007061,25.25
2019-02-12 06-AM,BTCUSD,3576.36,3576.36,3576.36,3576.36,0.0,0.0
2019-02-12 05-AM,BTCUSD,3576.22,3576.76,3572.75,3576.36,0.4213,1506.21
2019-02-12 04-AM,BTCUSD,3568.48,3576.22,3568.48,3576.22,0.4205,1502.87
2019-02-12 03-AM,BTCUSD,3578.17,3578.17,3565.08,3568.48,0.1778,634.14
2019-02-12 02-AM,BTCUSD,3578.17,3578.17,3578.17,3578.17,0.0,0.0
2019-02-12 01-AM,BTCUSD,3578.17,3578.17,3578.17,3578.17,0.0,0.0
2019-02-12 12-AM,BTCUSD,3589.54,3589.54,3578.17,3578.17,0.1151,412.53
2019-02-11 11-PM,BTCUSD,3589.54,3589.54,3589.54,3589.54,0.0,0.0
2019-02-11 10-PM,BTCUSD,3593.66,3593.66,3588.15,3589.54,0.1622,582.01
2019-02-11 09-PM,BTCUSD,3593.66,3593.66,3593.66,3593.66,0.0,0.0
2019-02-11 08-PM,BTCUSD,3593.66,3593.66,3593.66,3593.66,0.0,0.0
2019-02-11 07-PM,BTCUSD,3587.83,3593.66,3587.83,3593.66,0.1011,363.27
2019-02-11 06-PM,BTCUSD,3585.29,3587.83,3585.29,3587.83,0.009959,35.73
2019-02-11 05-PM,BTCUSD,3584.62,3588.85,3584.62,3585.29,0.5205,1867.87
2019-02-11 04-PM,BTCUSD,3612.86,3612.86,3582.47,3584.62,0.3865,1388.02
2019-02-11 03-PM,BTCUSD,3587.7,3612.86,3584.96,3612.86,0.7316,2630.22
2019-02-11 02-PM,BTCUSD,3587.7,3587.7,3587.7,3587.7,0.0,0.0
2019-02-11 01-PM,BTCUSD,3592.03,3592.43,3578.66,3587.7,1.48,5289.57
2019-02-11 12-PM,BTCUSD,3584.51,3592.03,3584.51,3592.03,0.04237,152.2
2019-02-11 11-AM,BTCUSD,3584.4,3584.51,3584.4,3584.51,0.002449,8.78
2019-02-11 10-AM,BTCUSD,3581.19,3604.39,3581.19,3584.4,1.43,5130.02
2019-02-11 09-AM,BTCUSD,3581.19,3581.19,3581.19,3581.19,0.0,0.0
2019-02-11 08-AM,BTCUSD,3581.19,3581.19,3581.19,3581.19,0.0,0.0
2019-02-11 07-AM,BTCUSD,3581.19,3581.19,3581.19,3581.19,0.00369,13.21
2019-02-11 06-AM,BTCUSD,3581.19,3581.19,3581.19,3581.19,0.0,0.0
2019-02-11 05-AM,BTCUSD,3596.08,3596.08,3581.19,3581.19,0.005222,18.7
2019-02-11 04-AM,BTCUSD,3596.08,3596.08,3596.08,3596.08,0.0,0.0
2019-02-11 03-AM,BTCUSD,3596.08,3596.08,3596.08,3596.08,0.0,0.0
2019-02-11 02-AM,BTCUSD,3611.08,3611.08,3596.05,3596.08,0.04308,154.93
2019-02-11 01-AM,BTCUSD,3611.08,3611.08,3611.08,3611.08,0.0,0.0
2019-02-11 12-AM,BTCUSD,3631.08,3631.08,3610.36,3611.08,0.1673,604.1
2019-02-10 11-PM,BTCUSD,3600,3631.08,3600,3631.08,0.4242,1536.49
2019-02-10 10-PM,BTCUSD,3566.08,3600,3566.08,3600,1.87,6719.29
2019-02-10 09-PM,BTCUSD,3508.08,3566.08,3508.08,3566.08,0.01505,53.68
2019-02-10 08-PM,BTCUSD,3508.08,3508.08,3508.08,3508.08,0.0,0.0
2019-02-10 07-PM,BTCUSD,3492.22,3508.08,3492.22,3508.08,0.01519,53.28
2019-02-10 06-PM,BTCUSD,3492.22,3492.22,3492.22,3492.22,0.0,0.0
2019-02-10 05-PM,BTCUSD,3492.22,3492.22,3492.22,3492.22,0.0,0.0
2019-02-10 04-PM,BTCUSD,3584.6,3584.6,3492.22,3492.22,0.003836,13.4
2019-02-10 03-PM,BTCUSD,3591.82,3591.82,3581.07,3584.6,0.009793,35.1
2019-02-10 02-PM,BTCUSD,3591.82,3591.82,3591.82,3591.82,0.0,0.0
2019-02-10 01-PM,BTCUSD,3470.15,3591.82,3470.15,3591.82,0.02036,73.13
2019-02-10 12-PM,BTCUSD,3590.67,3590.67,3470.15,3470.15,0.005858,20.33
2019-02-10 11-AM,BTCUSD,3590.67,3590.67,3590.67,3590.67,0.0,0.0
2019-02-10 10-AM,BTCUSD,3590.67,3590.67,3590.67,3590.67,0.001543,5.54
2019-02-10 09-AM,BTCUSD,3590.67,3590.67,3590.67,3590.67,0.0,0.0
2019-02-10 08-AM,BTCUSD,3590.67,3590.67,3590.67,3590.67,0.0,0.0
2019-02-10 07-AM,BTCUSD,3599.9,3599.9,3590.67,3590.67,0.002217,7.96
2019-02-10 06-AM,BTCUSD,3442.62,3599.9,3442.62,3599.9,0.02308,83.08
2019-02-10 05-AM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-10 04-AM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-10 03-AM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-10 02-AM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-10 01-AM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-10 12-AM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-09 11-PM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-09 10-PM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-09 09-PM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-09 08-PM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-09 07-PM,BTCUSD,3442.62,3442.62,3442.62,3442.62,0.0,0.0
2019-02-09 06-PM,BTCUSD,3599.53,3599.53,3442.62,3442.62,0.01074,37.22
2019-02-09 05-PM,BTCUSD,3599.53,3599.53,3599.53,3599.53,0.0,0.0
2019-02-09 04-PM,BTCUSD,3521.29,3599.53,3521.29,3599.53,0.01908,68.69
2019-02-09 03-PM,BTCUSD,3599.99,3599.99,3521.29,3521.29,0.0112,39.44
2019-02-09 02-PM,BTCUSD,3600,3600,3599.99,3599.99,0.01061,38.21
2019-02-09 01-PM,BTCUSD,3600,3600,3600,3600,0.0,0.0
2019-02-09 12-PM,BTCUSD,3600,3600,3600,3600,0.0,0.0
2019-02-09 11-AM,BTCUSD,3600,3600,3600,3600,0.0,0.0
2019-02-09 10-AM,BTCUSD,3600,3600,3600,3600,0.0,0.0
2019-02-09 09-AM,BTCUSD,3151,3600,3151,3600,0.05965,214.74
2019-02-09 08-AM,BTCUSD,3151,3151,3151,3151,0.0,0.0
2019-02-09 07-AM,BTCUSD,3582.61,3591.09,3151,3151,0.2806,959.02
2019-02-09 06-AM,BTCUSD,3582.61,3582.61,3582.61,3582.61,0.0,0.0
2019-02-09 05-AM,BTCUSD,3582.61,3582.61,3582.61,3582.61,0.0,0.0
2019-02-09 04-AM,BTCUSD,3582.61,3582.61,3582.61,3582.61,0.0,0.0
2019-02-09 03-AM,BTCUSD,3600,3600,3582.61,3582.61,0.004867,17.44
2019-02-09 02-AM,BTCUSD,3600,3600,3600,3600,0.0,0.0
2019-02-09 01-AM,BTCUSD,3600,3600,3600,3600,0.0,0.0
2019-02-09 12-AM,BTCUSD,3600,3600,3600,3600,0.0446,160.58
2019-02-08 11-PM,BTCUSD,3611.18,3611.18,3600,3600,0.07202,259.28
2019-02-08 10-PM,BTCUSD,3611.18,3611.18,3611.18,3611.18,0.0,0.0
2019-02-08 09-PM,BTCUSD,3614.73,3614.73,3611.18,3611.18,0.003766,13.6
2019-02-08 08-PM,BTCUSD,3614.73,3614.73,3614.73,3614.73,0.0,0.0
2019-02-08 07-PM,BTCUSD,3616.33,3656.8,3614.73,3614.73,0.8211,2978.2
2019-02-08 06-PM,BTCUSD,3558.9,3616.43,3520.03,3616.33,2.1,7602.65
2019-02-08 05-PM,BTCUSD,3650.3,3654.19,3542.1,3558.9,0.3183,1158.8
2019-02-08 04-PM,BTCUSD,3445.2,3650.3,3445.2,3650.3,35.79,126776.94
2019-02-08 03-PM,BTCUSD,3405.34,3445.2,3405.34,3445.2,1.78,6105.61
2019-02-08 02-PM,BTCUSD,3404.63,3414.62,3404.63,3405.34,1.56,5302.37
2019-02-08 01-PM,BTCUSD,3397.65,3404.63,3389.75,3404.63,0.09598,326.72
2019-02-08 12-PM,BTCUSD,3397.65,3397.65,3397.65,3397.65,0.0,0.0
2019-02-08 11-AM,BTCUSD,3430.3,3430.3,3390,3397.65,0.5983,2030.02
2019-02-08 10-AM,BTCUSD,3430.3,3430.3,3430.3,3430.3,0.0,0.0
2019-02-08 09-AM,BTCUSD,3366.69,3430.3,3366.69,3430.3,0.1993,678.22
2019-02-08 08-AM,BTCUSD,3366.69,3366.69,3366.69,3366.69,0.0,0.0
2019-02-08 07-AM,BTCUSD,3366.69,3366.69,3366.69,3366.69,0.0,0.0
2019-02-08 06-AM,BTCUSD,3366.47,3366.69,3366.47,3366.69,0.009246,31.13
2019-02-08 05-AM,BTCUSD,3366.47,3366.47,3366.47,3366.47,0.0,0.0
2019-02-08 04-AM,BTCUSD,3366.47,3366.47,3366.47,3366.47,0.0,0.0
2019-02-08 03-AM,BTCUSD,3366.47,3366.47,3366.47,3366.47,0.0,0.0
2019-02-08 02-AM,BTCUSD,3366.47,3366.47,3366.47,3366.47,0.0,0.0
2019-02-08 01-AM,BTCUSD,3366.47,3366.47,3366.47,3366.47,0.0,0.0
2019-02-08 12-AM,BTCUSD,3366.47,3366.47,3366.47,3366.47,0.0,0.0
2019-02-07 11-PM,BTCUSD,3366.47,3366.47,3366.47,3366.47,0.0,0.0
2019-02-07 10-PM,BTCUSD,3365.63,3366.47,3365.63,3366.47,0.01053,35.45
2019-02-07 09-PM,BTCUSD,3365.63,3365.63,3365.63,3365.63,0.0,0.0
2019-02-07 08-PM,BTCUSD,3365.63,3365.63,3365.63,3365.63,0.0,0.0
2019-02-07 07-PM,BTCUSD,3365.63,3365.63,3365.63,3365.63,0.0,0.0
2019-02-07 06-PM,BTCUSD,3365.42,3365.63,3357.25,3365.63,0.1995,671.08
2019-02-07 05-PM,BTCUSD,3368.42,3368.42,3365.42,3365.42,0.001554,5.23
2019-02-07 04-PM,BTCUSD,3368.42,3368.42,3368.42,3368.42,0.0,0.0
2019-02-07 03-PM,BTCUSD,3360.26,3368.42,3360.26,3368.42,0.0282,95.0
2019-02-07 02-PM,BTCUSD,3377.05,3377.05,3360.26,3360.26,0.009363,31.46
2019-02-07 01-PM,BTCUSD,3361.26,3377.05,3361.26,3377.05,0.2609,881.09
2019-02-07 12-PM,BTCUSD,3372.36,3372.36,3361.26,3361.26,0.00302,10.15
2019-02-07 11-AM,BTCUSD,3372.36,3372.36,3372.36,3372.36,0.0,0.0
2019-02-07 10-AM,BTCUSD,3371.69,3373.43,3371.69,3372.36,0.512,1726.65
2019-02-07 09-AM,BTCUSD,3371.69,3371.69,3371.69,3371.69,0.0,0.0
2019-02-07 08-AM,BTCUSD,3369.12,3371.92,3367.63,3371.69,0.02275,76.66
2019-02-07 07-AM,BTCUSD,3367.72,3369.15,3367.43,3369.12,0.04559,153.59
2019-02-07 06-AM,BTCUSD,3369.01,3371.15,3367.72,3367.72,0.0313,105.47
2019-02-07 05-AM,BTCUSD,3368.98,3381.51,3368.98,3369.01,0.3161,1068.27
2019-02-07 04-AM,BTCUSD,3369.2,3370.26,3368.98,3368.98,0.02209,74.42
2019-02-07 03-AM,BTCUSD,3374.15,3374.15,3368.21,3369.2,0.01845,62.15
2019-02-07 02-AM,BTCUSD,3363.22,3374.15,3363.22,3374.15,0.09336,315.0
2019-02-07 01-AM,BTCUSD,3363.22,3363.22,3363.22,3363.22,0.0,0.0
2019-02-07 12-AM,BTCUSD,3363.22,3363.22,3363.22,3363.22,0.0,0.0
2019-02-06 11-PM,BTCUSD,3363.22,3363.22,3363.22,3363.22,0.0,0.0
2019-02-06 10-PM,BTCUSD,3363.22,3363.22,3363.22,3363.22,0.0,0.0
2019-02-06 09-PM,BTCUSD,3363.22,3363.22,3363.22,3363.22,0.0,0.0
2019-02-06 08-PM,BTCUSD,3360.25,3363.22,3360.25,3363.22,0.003402,11.44
2019-02-06 07-PM,BTCUSD,3366.05,3366.05,3360.25,3360.25,0.02597,87.28
2019-02-06 06-PM,BTCUSD,3374.86,3374.86,3361.7,3366.05,0.04605,154.94
2019-02-06 05-PM,BTCUSD,3349,3374.86,3349,3374.86,0.6375,2151.45
2019-02-06 04-PM,BTCUSD,3349,3349,3349,3349,0.0,0.0
2019-02-06 03-PM,BTCUSD,3361.82,3361.82,3349,3349,0.2604,872.11
2019-02-06 02-PM,BTCUSD,3355.36,3361.82,3355.36,3361.82,0.01091,36.68
2019-02-06 01-PM,BTCUSD,3359.83,3362.75,3355.36,3355.36,2.0,6731.94
2019-02-06 12-PM,BTCUSD,3381.42,3381.42,3359.83,3359.83,0.09483,319.51
2019-02-06 11-AM,BTCUSD,3380.09,3381.42,3359.72,3381.42,0.2328,786.65
2019-02-06 10-AM,BTCUSD,3380.09,3380.09,3380.09,3380.09,0.0,0.0
2019-02-06 09-AM,BTCUSD,3415.5,3415.5,3380.09,3380.09,0.01105,37.34
2019-02-06 08-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 07-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 06-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 05-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 04-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 03-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 02-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 01-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-06 12-AM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-05 11-PM,BTCUSD,3415.5,3415.5,3415.5,3415.5,0.0,0.0
2019-02-05 10-PM,BTCUSD,3435,3435,3415.5,3415.5,0.008,27.32
2019-02-05 09-PM,BTCUSD,3435.5,3435.5,3435,3435,0.4512,1550.0
2019-02-05 08-PM,BTCUSD,3427.09,3435.5,3427.09,3435.5,0.01525,52.4
