Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2019-11-03 05-PM,BTCUSD,9179.2,9179.2,9149.2,9149.2,0.003258,29.81
2019-11-03 04-PM,BTCUSD,9179.2,9179.2,9179.2,9179.2,0.0,0.0
2019-11-03 03-PM,BTCUSD,9179.2,9179.2,9179.2,9179.2,0.0,0.0
2019-11-03 02-PM,BTCUSD,9152.82,9179.2,9152.82,9179.2,0.03378,310.04
2019-11-03 01-PM,BTCUSD,9152.82,9152.82,9152.82,9152.82,0.0,0.0
2019-11-03 12-PM,BTCUSD,9164.26,9164.26,9152.82,9152.82,0.001605,14.69
2019-11-03 11-AM,BTCUSD,9168,9185.73,9164.26,9164.26,0.4577,4202.39
2019-11-03 10-AM,BTCUSD,9255.61,9255.61,9142.04,9168,0.06478,593.35
2019-11-03 09-AM,BTCUSD,9255.61,9255.61,9255.61,9255.61,0.0,0.0
2019-11-03 08-AM,BTCUSD,9295.98,9295.98,9255.54,9255.61,0.1026,949.85
2019-11-03 07-AM,BTCUSD,9295.98,9295.98,9295.98,9295.98,0.0,0.0
2019-11-03 06-AM,BTCUSD,9375.41,9375.41,9281.31,9295.98,0.028,260.23
2019-11-03 05-AM,BTCUSD,9375.41,9375.41,9375.41,9375.41,0.0,0.0
2019-11-03 04-AM,BTCUSD,9375.41,9375.41,9375.41,9375.41,0.0,0.0
2019-11-03 03-AM,BTCUSD,9375.41,9375.41,9375.41,9375.41,0.0,0.0
2019-11-03 02-AM,BTCUSD,9318.64,9375.41,9318.64,9375.41,0.3262,3049.24
2019-11-03 01-AM,BTCUSD,9336.8,9336.8,9315.2,9318.64,0.04401,409.96
2019-11-03 12-AM,BTCUSD,9316.37,9336.8,9315.71,9336.8,0.2815,2625.5
2019-11-02 11-PM,BTCUSD,9316.37,9316.37,9316.37,9316.37,0.0,0.0
2019-11-02 10-PM,BTCUSD,9316.37,9316.37,9316.37,9316.37,0.0,0.0
2019-11-02 09-PM,BTCUSD,9322.32,9322.32,9316.02,9316.37,0.02152,200.44
2019-11-02 08-PM,BTCUSD,9322.32,9322.32,9322.32,9322.32,0.0,0.0
2019-11-02 07-PM,BTCUSD,9292.32,9322.32,9292.32,9322.32,0.04103,382.28
2019-11-02 06-PM,BTCUSD,9344.24,9344.24,9292.32,9292.32,0.01664,154.65
2019-11-02 05-PM,BTCUSD,9344.24,9344.24,9344.24,9344.24,0.0,0.0
2019-11-02 04-PM,BTCUSD,9363.31,9363.31,9344.24,9344.24,0.01488,139.0
2019-11-02 03-PM,BTCUSD,9363.31,9363.31,9363.31,9363.31,0.0,0.0
2019-11-02 02-PM,BTCUSD,9363.31,9363.31,9363.31,9363.31,0.0,0.0
2019-11-02 01-PM,BTCUSD,9353.5,9363.31,9346.73,9363.31,0.02458,230.1
2019-11-02 12-PM,BTCUSD,9261.9,9353.5,9261.9,9353.5,1.617,15037.47
2019-11-02 11-AM,BTCUSD,9257.18,9261.9,9257.18,9261.9,0.3477,3220.5
2019-11-02 10-AM,BTCUSD,9249.38,9257.18,9215.2,9257.18,0.1229,1137.06
2019-11-02 09-AM,BTCUSD,9248.67,9249.38,9248.67,9249.38,0.02532,234.2
2019-11-02 08-AM,BTCUSD,9223.03,9248.67,9223.03,9248.67,0.03063,283.31
2019-11-02 07-AM,BTCUSD,9300,9300,9223.03,9223.03,0.015,138.34
2019-11-02 06-AM,BTCUSD,9300,9300,9300,9300,0.0,0.0
2019-11-02 05-AM,BTCUSD,9300,9300,9300,9300,0.0,0.0
2019-11-02 04-AM,BTCUSD,9300,9300,9300,9300,0.0,0.0
2019-11-02 03-AM,BTCUSD,9300,9300,9300,9300,0.0,0.0
2019-11-02 02-AM,BTCUSD,9300,9300,9300,9300,0.0,0.0
2019-11-02 01-AM,BTCUSD,9270.1,9300,9258.5,9300,0.3443,3193.65
2019-11-02 12-AM,BTCUSD,9246.9,9270.1,9246.9,9270.1,0.1488,1377.24
2019-11-01 11-PM,BTCUSD,9270.19,9270.19,9245.74,9246.9,0.0172,159.08
2019-11-01 10-PM,BTCUSD,9292,9292,9247.34,9270.19,0.01075,99.5
2019-11-01 09-PM,BTCUSD,9198.8,9292,9198.8,9292,0.3887,3589.25
2019-11-01 08-PM,BTCUSD,9204.9,9204.9,9198.8,9198.8,0.005527,50.84
2019-11-01 07-PM,BTCUSD,9189.9,9204.9,9189.9,9204.9,0.005432,50.0
2019-11-01 06-PM,BTCUSD,9172.17,9189.9,9172.17,9189.9,0.002455,22.56
2019-11-01 05-PM,BTCUSD,9173.4,9186.9,9168.98,9172.17,0.01901,174.56
2019-11-01 04-PM,BTCUSD,9235.5,9235.5,9127.39,9173.4,0.1352,1239.03
2019-11-01 03-PM,BTCUSD,9144.65,9235.5,9144.65,9235.5,0.5818,5347.44
2019-11-01 02-PM,BTCUSD,9144.65,9144.65,9144.65,9144.65,0.0,0.0
2019-11-01 01-PM,BTCUSD,9197.52,9219.82,9144.65,9144.65,0.3526,3226.06
2019-11-01 12-PM,BTCUSD,9199.02,9199.02,9076.73,9197.52,0.01485,136.42
2019-11-01 11-AM,BTCUSD,9181.08,9289.52,9181.08,9199.02,0.5343,4936.89
2019-11-01 10-AM,BTCUSD,9087.9,9181.08,9087.9,9181.08,0.2124,1946.31
2019-11-01 09-AM,BTCUSD,9169.5,9169.5,9087.9,9087.9,0.009005,81.83
2019-11-01 08-AM,BTCUSD,9143.91,9169.5,9141.99,9169.5,0.2665,2442.65
2019-11-01 07-AM,BTCUSD,9143.91,9143.91,9143.91,9143.91,0.0,0.0
2019-11-01 06-AM,BTCUSD,9110.89,9143.91,9110.89,9143.91,0.1171,1068.25
2019-11-01 05-AM,BTCUSD,9087.4,9110.89,9087.4,9110.89,0.02823,257.15
2019-11-01 04-AM,BTCUSD,9129.49,9129.49,9078.91,9087.4,0.417,3785.75
2019-11-01 03-AM,BTCUSD,9136,9136,9129.49,9129.49,0.0191,174.39
2019-11-01 02-AM,BTCUSD,9195,9195,9100,9136,0.04988,454.35
2019-11-01 01-AM,BTCUSD,9195,9195,9195,9195,0.0,0.0
2019-11-01 12-AM,BTCUSD,9195,9195,9195,9195,0.0,0.0
2019-10-31 11-PM,BTCUSD,9195,9195,9195,9195,0.0,0.0
2019-10-31 10-PM,BTCUSD,9195,9195,9195,9195,0.0,0.0
2019-10-31 09-PM,BTCUSD,9253.91,9253.91,9086.31,9195,0.8014,7328.41
2019-10-31 08-PM,BTCUSD,9253.91,9253.91,9253.91,9253.91,0.0,0.0
2019-10-31 07-PM,BTCUSD,9251.8,9253.91,9251.8,9253.91,0.1561,1444.66
2019-10-31 06-PM,BTCUSD,9251.8,9251.8,9251.8,9251.8,0.0,0.0
2019-10-31 05-PM,BTCUSD,9251.69,9269.7,9251.69,9251.8,0.04694,435.12
2019-10-31 04-PM,BTCUSD,9293.27,9293.27,9247.32,9251.69,0.009433,87.24
2019-10-31 03-PM,BTCUSD,9336.87,9336.87,9293.27,9293.27,0.08417,782.21
2019-10-31 02-PM,BTCUSD,9336.87,9336.87,9336.87,9336.87,0.0,0.0
2019-10-31 01-PM,BTCUSD,9338.74,9338.74,9331.93,9336.87,0.01251,116.84
2019-10-31 12-PM,BTCUSD,9138.38,9401.84,9134.78,9338.74,0.7905,7308.84
2019-10-31 11-AM,BTCUSD,9045.99,9140.11,9045.99,9138.38,0.8482,7722.94
2019-10-31 10-AM,BTCUSD,9058,9058,8981.31,9045.99,1.091,9851.26
2019-10-31 09-AM,BTCUSD,9129.5,9129.5,9058,9058,0.2,1811.6
2019-10-31 08-AM,BTCUSD,9109.12,9129.5,9109.12,9129.5,0.05125,467.73
2019-10-31 07-AM,BTCUSD,9109.12,9109.12,9109.12,9109.12,0.0,0.0
2019-10-31 06-AM,BTCUSD,9176.4,9207.9,9109.12,9109.12,0.01204,110.73
2019-10-31 05-AM,BTCUSD,9130.6,9176.4,9115.19,9176.4,0.4242,3885.27
2019-10-31 04-AM,BTCUSD,9127.81,9130.6,9122.64,9130.6,0.1079,984.7
2019-10-31 03-AM,BTCUSD,9111.91,9127.81,9111.91,9127.81,0.02058,187.71
2019-10-31 02-AM,BTCUSD,9098.44,9111.91,9098.44,9111.91,0.01213,110.47
2019-10-31 01-AM,BTCUSD,9199.8,9199.8,9098.44,9098.44,0.2448,2227.0
2019-10-31 12-AM,BTCUSD,9203.53,9203.53,9197.6,9199.8,0.03357,308.75
2019-10-30 11-PM,BTCUSD,9203.53,9203.53,9203.53,9203.53,0.0,0.0
2019-10-30 10-PM,BTCUSD,9142.4,9216.27,9142.4,9203.53,0.3757,3451.23
2019-10-30 09-PM,BTCUSD,9199.8,9199.8,9139.27,9142.4,0.06535,597.39
2019-10-30 08-PM,BTCUSD,9195.9,9199.8,9195.9,9199.8,0.01335,122.82
2019-10-30 07-PM,BTCUSD,9148.07,9195.9,9148.07,9195.9,0.1078,990.08
2019-10-30 06-PM,BTCUSD,9139.53,9148.07,9111.33,9148.07,0.1599,1459.39
2019-10-30 05-PM,BTCUSD,9010.58,9139.53,9010.58,9139.53,0.01786,162.46
2019-10-30 04-PM,BTCUSD,9093.91,9125.91,9010.58,9010.58,0.004112,37.29
2019-10-30 03-PM,BTCUSD,9100.41,9115,9014.22,9093.91,0.07843,713.81
2019-10-30 02-PM,BTCUSD,9136.45,9136.45,9100.41,9100.41,0.0471,429.6
2019-10-30 01-PM,BTCUSD,9136.45,9136.45,9136.45,9136.45,0.0,0.0
2019-10-30 12-PM,BTCUSD,9100,9136.45,9089.09,9136.45,0.01961,178.69
2019-10-30 11-AM,BTCUSD,9141.9,9141.9,9042.44,9100,0.1299,1181.33
2019-10-30 10-AM,BTCUSD,9238.2,9238.2,9075.95,9141.9,3.289,30233.45
2019-10-30 09-AM,BTCUSD,9221.15,9260.24,9215.89,9238.2,0.2567,2373.17
2019-10-30 08-AM,BTCUSD,9250,9250,9220.54,9221.15,0.1733,1600.47
2019-10-30 07-AM,BTCUSD,9250,9250,9250,9250,0.0,0.0
2019-10-30 06-AM,BTCUSD,9250,9250,9250,9250,0.0,0.0
2019-10-30 05-AM,BTCUSD,9338.01,9338.01,9250,9250,0.004224,39.07
2019-10-30 04-AM,BTCUSD,9338.01,9338.01,9338.01,9338.01,0.0,0.0
2019-10-30 03-AM,BTCUSD,9338.01,9338.01,9338.01,9338.01,0.0,0.0
2019-10-30 02-AM,BTCUSD,9364.94,9364.94,9338.01,9338.01,0.002633,24.59
2019-10-30 01-AM,BTCUSD,9363.52,9364.94,9363.52,9364.94,0.002694,25.23
2019-10-30 12-AM,BTCUSD,9449.75,9449.75,9363.52,9363.52,0.02641,247.27
2019-10-29 11-PM,BTCUSD,9439.62,9449.75,9439.62,9449.75,0.003064,28.95
2019-10-29 10-PM,BTCUSD,9428.53,9443.31,9428.53,9439.62,0.01317,124.39
2019-10-29 09-PM,BTCUSD,9484,9484,9394.1,9428.53,0.00227,21.36
2019-10-29 08-PM,BTCUSD,9164.54,9484,9164.54,9484,0.2719,2559.81
2019-10-29 07-PM,BTCUSD,9377.72,9386.07,9129.21,9164.54,4.82,44606.96
2019-10-29 06-PM,BTCUSD,9325.48,9387,9325.48,9377.72,0.1649,1545.11
2019-10-29 05-PM,BTCUSD,9340.41,9355.9,9325.48,9325.48,0.3718,3471.25
2019-10-29 04-PM,BTCUSD,9354.1,9354.1,9333,9340.41,0.01306,121.88
2019-10-29 03-PM,BTCUSD,9354.1,9354.1,9354.1,9354.1,0.0,0.0
2019-10-29 02-PM,BTCUSD,9309.56,9354.1,9309.56,9354.1,0.1381,1291.33
2019-10-29 01-PM,BTCUSD,9432.72,9432.72,9309.56,9309.56,1.323,12329.48
2019-10-29 12-PM,BTCUSD,9475.38,9475.38,9402.29,9432.72,1.135,10701.18
2019-10-29 11-AM,BTCUSD,9481.39,9481.39,9426.6,9475.38,0.4958,4695.04
2019-10-29 10-AM,BTCUSD,9407.26,9481.39,9403.79,9481.39,0.0928,877.82
2019-10-29 09-AM,BTCUSD,9419.01,9430.82,9397.05,9407.26,0.2242,2110.5
2019-10-29 08-AM,BTCUSD,9445.26,9445.26,9411.55,9419.01,1.678,15797.32
2019-10-29 07-AM,BTCUSD,9455.34,9499.82,9445.26,9445.26,0.7656,7242.45
2019-10-29 06-AM,BTCUSD,9392.21,9455.34,9392.21,9455.34,0.1585,1498.03
2019-10-29 05-AM,BTCUSD,9420.93,9539.26,9392.21,9392.21,0.8075,7629.64
2019-10-29 04-AM,BTCUSD,9295.6,9434.43,9295.6,9420.93,1.054,9942.26
2019-10-29 03-AM,BTCUSD,9291.9,9295.6,9261.82,9295.6,0.03787,351.49
2019-10-29 02-AM,BTCUSD,9291.9,9291.9,9291.9,9291.9,0.0,0.0
2019-10-29 01-AM,BTCUSD,9245,9291.9,9245,9291.9,0.08371,777.09
2019-10-29 12-AM,BTCUSD,9237.9,9245,9237.9,9245,0.003786,35.0
2019-10-28 11-PM,BTCUSD,9453.31,9476.7,9214.93,9237.9,3.409,31726.38
2019-10-28 10-PM,BTCUSD,9476.7,9476.7,9453.31,9453.31,0.004739,44.8
2019-10-28 09-PM,BTCUSD,9411.08,9476.7,9399.6,9476.7,0.3119,2941.8
2019-10-28 08-PM,BTCUSD,9400,9411.08,9400,9411.08,0.05437,511.31
2019-10-28 07-PM,BTCUSD,9394.77,9409.73,9380,9400,9.489,89011.11
2019-10-28 06-PM,BTCUSD,9371.18,9431,9368.2,9394.77,0.1995,1876.65
2019-10-28 05-PM,BTCUSD,9401.03,9401.03,9364.93,9371.18,0.2554,2393.39
2019-10-28 04-PM,BTCUSD,9420.73,9420.73,9372.1,9401.03,0.5734,5383.55
2019-10-28 03-PM,BTCUSD,9361.22,9420.73,9341.1,9420.73,0.04708,440.66
2019-10-28 02-PM,BTCUSD,9230.45,9361.22,9230.45,9361.22,0.00106,9.92
2019-10-28 01-PM,BTCUSD,9300,9300,9230.45,9230.45,0.001063,9.81
2019-10-28 12-PM,BTCUSD,9305.54,9310,9300,9300,0.1913,1779.93
2019-10-28 11-AM,BTCUSD,9305.54,9305.54,9305.54,9305.54,0.0,0.0
2019-10-28 10-AM,BTCUSD,9300.01,9305.54,9300.01,9305.54,0.0489,455.04
2019-10-28 09-AM,BTCUSD,9330.92,9330.92,9300.01,9300.01,0.02013,187.17
2019-10-28 08-AM,BTCUSD,9461.32,9461.32,9330.92,9330.92,0.9791,9135.72
2019-10-28 07-AM,BTCUSD,9401.9,9461.32,9401.9,9461.32,0.0005623,5.32
2019-10-28 06-AM,BTCUSD,9691,9691,9392.3,9401.9,0.4933,4640.65
2019-10-28 05-AM,BTCUSD,9868.05,9868.05,9691,9691,0.001,9.691
2019-10-28 04-AM,BTCUSD,9868.05,9868.05,9868.05,9868.05,0.0,0.0
2019-10-28 03-AM,BTCUSD,9868.05,9868.05,9868.05,9868.05,0.0,0.0
2019-10-28 02-AM,BTCUSD,9868.05,9868.05,9868.05,9868.05,0.0,0.0
2019-10-28 01-AM,BTCUSD,9579.85,9868.05,9579.85,9868.05,1.321,12776.23
2019-10-28 12-AM,BTCUSD,9489.84,9579.85,9489.84,9579.85,0.778,7453.56
2019-10-27 11-PM,BTCUSD,9709.49,9709.49,9489.84,9489.84,1.367,12969.41
2019-10-27 10-PM,BTCUSD,9490.14,9709.49,9490.14,9709.49,0.0009,8.739
2019-10-27 09-PM,BTCUSD,9595.66,9704.78,9490.14,9490.14,1.647,15976.89
2019-10-27 08-PM,BTCUSD,9790,9790,9595.66,9595.66,1.298,12555.27
2019-10-27 07-PM,BTCUSD,9674.6,9790,9674.6,9790,0.01684,164.88
2019-10-27 06-PM,BTCUSD,9639.55,9694.77,9639.55,9674.6,0.05254,508.38
2019-10-27 05-PM,BTCUSD,9639.55,9639.55,9639.55,9639.55,0.0,0.0
2019-10-27 04-PM,BTCUSD,9384.77,9639.55,9384.77,9639.55,0.4737,4539.42
2019-10-27 03-PM,BTCUSD,9322.44,9384.77,9322.44,9384.77,0.002719,25.51
2019-10-27 02-PM,BTCUSD,9322.44,9322.44,9322.44,9322.44,0.0,0.0
2019-10-27 01-PM,BTCUSD,9250.95,9511.64,9250.95,9322.44,0.1936,1829.45
2019-10-27 12-PM,BTCUSD,9438.06,9438.06,9249.13,9250.95,0.01685,156.17
2019-10-27 11-AM,BTCUSD,9328.95,9622.91,9328.95,9438.06,0.9736,9294.66
2019-10-27 10-AM,BTCUSD,9300.05,9328.95,9300.05,9328.95,0.2882,2688.21
2019-10-27 09-AM,BTCUSD,9267.06,9300.05,9267.06,9300.05,0.01534,142.65
2019-10-27 08-AM,BTCUSD,9218.05,9267.06,9218.05,9267.06,0.002235,20.71
2019-10-27 07-AM,BTCUSD,9174.01,9218.05,9174.01,9218.05,0.05103,470.23
2019-10-27 06-AM,BTCUSD,9133.89,9219.38,9133.89,9174.01,1.895,17388.98
2019-10-27 05-AM,BTCUSD,9133.89,9133.89,9133.89,9133.89,0.0,0.0
2019-10-27 04-AM,BTCUSD,9144.89,9144.89,9128.37,9133.89,0.6111,5578.54
2019-10-27 03-AM,BTCUSD,9313,9313,9144.56,9144.89,1.393,12738.88
2019-10-27 02-AM,BTCUSD,9313,9313,9313,9313,0.0,0.0
2019-10-27 01-AM,BTCUSD,9313,9313,9313,9313,0.0,0.0
2019-10-27 12-AM,BTCUSD,9174.45,9313,9174.45,9313,0.4522,4201.68
2019-10-26 11-PM,BTCUSD,9174.45,9174.45,9174.45,9174.45,0.0,0.0
2019-10-26 10-PM,BTCUSD,9193.79,9193.79,9174.45,9174.45,0.2942,2698.72
2019-10-26 09-PM,BTCUSD,9090.18,9199,9090.18,9193.79,2.337,21477.24
2019-10-26 08-PM,BTCUSD,8968.2,9157.52,8968.2,9090.18,5.256,47832.08
2019-10-26 07-PM,BTCUSD,9096.04,9096.04,8968.2,8968.2,0.001002,8.99
2019-10-26 06-PM,BTCUSD,9130.36,9130.36,8980.64,9096.04,4.598,41748.91
2019-10-26 05-PM,BTCUSD,9195.16,9195.16,9127.2,9130.36,0.2296,2096.57
2019-10-26 04-PM,BTCUSD,9270.93,9270.93,9195.16,9195.16,0.001925,17.7
2019-10-26 03-PM,BTCUSD,9200,9270.93,9200,9270.93,0.1168,1078.19
2019-10-26 02-PM,BTCUSD,9116.78,9200,9093.17,9200,2.639,24136.22
2019-10-26 01-PM,BTCUSD,9221.89,9221.89,9116.78,9116.78,0.01099,100.21
2019-10-26 12-PM,BTCUSD,9221.89,9221.89,9221.89,9221.89,0.0,0.0
2019-10-26 11-AM,BTCUSD,9221.89,9266.23,9221.89,9221.89,4.018,37140.42
2019-10-26 10-AM,BTCUSD,9228.08,9233.79,9212,9221.89,0.2333,2152.7
2019-10-26 09-AM,BTCUSD,9385.74,9385.74,9097.95,9228.08,1.495,13820.37
2019-10-26 08-AM,BTCUSD,9491.51,9536,9375.3,9385.74,4.678,44078.63
2019-10-26 07-AM,BTCUSD,9613.96,9637.18,9367.65,9491.51,4.186,40084.43
2019-10-26 06-AM,BTCUSD,9656.53,9656.53,9540.29,9613.96,0.6973,6679.83
2019-10-26 05-AM,BTCUSD,9642.52,9740,9636.92,9656.53,0.2789,2695.1
2019-10-26 04-AM,BTCUSD,9680.87,9680.87,9588.02,9642.52,0.4756,4577.47
2019-10-26 03-AM,BTCUSD,9647.73,9702.75,9521.77,9680.87,5.972,57507.37
2019-10-26 02-AM,BTCUSD,10199.9,10199.9,9647.73,9647.73,0.02599,250.71
2019-10-26 01-AM,BTCUSD,9215.15,10230,9215.15,10199.9,1.746,17006.45
2019-10-26 12-AM,BTCUSD,8633.86,9350,8633.86,9215.15,3.962,34861.22
2019-10-25 11-PM,BTCUSD,8641,8641,8633.86,8633.86,0.001003,8.663
2019-10-25 10-PM,BTCUSD,8580,8696.03,8580,8641,0.001565,13.58
2019-10-25 09-PM,BTCUSD,8573.77,8580,8276.97,8580,0.05483,469.35
2019-10-25 08-PM,BTCUSD,8573.77,8573.77,8573.77,8573.77,0.0,0.0
2019-10-25 07-PM,BTCUSD,8672.54,8672.54,8573.77,8573.77,1.183,10144.32
2019-10-25 06-PM,BTCUSD,8535.58,8672.54,8526.48,8672.54,0.9046,7772.21
2019-10-25 05-PM,BTCUSD,8376.67,8800,8376.67,8535.58,1.066,9045.09
2019-10-25 04-PM,BTCUSD,8307,8480,8287.33,8376.67,3.178,26767.44
2019-10-25 03-PM,BTCUSD,7641.74,8347.78,7641.74,8307,6.219,51449.21
2019-10-25 02-PM,BTCUSD,7641.74,7641.74,7641.74,7641.74,0.0,0.0
2019-10-25 01-PM,BTCUSD,7640,7641.74,7628.41,7641.74,0.00335,25.57
2019-10-25 12-PM,BTCUSD,7578.79,7642.6,7578.79,7640,0.1309,1000.03
2019-10-25 11-AM,BTCUSD,7578.79,7578.79,7578.79,7578.79,0.0,0.0
2019-10-25 10-AM,BTCUSD,7480,7578.79,7480,7578.79,0.06,454.73
2019-10-25 09-AM,BTCUSD,7479.54,7489.67,7479.54,7480,0.04877,364.97
2019-10-25 08-AM,BTCUSD,7479.54,7479.54,7479.54,7479.54,0.0,0.0
2019-10-25 07-AM,BTCUSD,7479.54,7479.54,7479.54,7479.54,0.0,0.0
2019-10-25 06-AM,BTCUSD,7431.95,7479.54,7431.95,7479.54,0.0007113,5.32
2019-10-25 05-AM,BTCUSD,7456.96,7456.96,7431.95,7431.95,0.6937,5155.24
2019-10-25 04-AM,BTCUSD,7456.96,7456.96,7456.96,7456.96,0.0,0.0
2019-10-25 03-AM,BTCUSD,7456.96,7456.96,7456.96,7456.96,0.0,0.0
2019-10-25 02-AM,BTCUSD,7456.96,7456.96,7456.96,7456.96,0.0,0.0
2019-10-25 01-AM,BTCUSD,7456.96,7456.96,7456.96,7456.96,0.0,0.0
2019-10-25 12-AM,BTCUSD,7456.96,7456.96,7456.96,7456.96,0.0,0.0
2019-10-24 11-PM,BTCUSD,7456.97,7456.97,7456.96,7456.96,0.0101,75.32
2019-10-24 10-PM,BTCUSD,7456.97,7456.97,7456.97,7456.97,0.0,0.0
2019-10-24 09-PM,BTCUSD,7457.67,7457.67,7456.97,7456.97,0.008113,60.5
2019-10-24 08-PM,BTCUSD,7457.67,7457.67,7457.67,7457.67,0.0,0.0
2019-10-24 07-PM,BTCUSD,7472.89,7472.89,7457.67,7457.67,0.001071,7.984
2019-10-24 06-PM,BTCUSD,7472.89,7472.89,7472.89,7472.89,0.0,0.0
2019-10-24 05-PM,BTCUSD,7472.89,7472.89,7472.89,7472.89,0.0,0.0
2019-10-24 04-PM,BTCUSD,7468.26,7472.89,7468,7472.89,0.06844,511.09
2019-10-24 03-PM,BTCUSD,7495.33,7495.73,7450.27,7468.26,0.03652,272.69
2019-10-24 02-PM,BTCUSD,7495.33,7495.33,7495.33,7495.33,0.0,0.0
2019-10-24 01-PM,BTCUSD,7449.13,7495.33,7449.13,7495.33,0.002125,15.93
2019-10-24 12-PM,BTCUSD,7447.16,7449.13,7447.16,7449.13,0.001446,10.77
2019-10-24 11-AM,BTCUSD,7447.16,7447.16,7447.16,7447.16,0.0,0.0
2019-10-24 10-AM,BTCUSD,7449.11,7470.82,7447.16,7447.16,0.06008,447.88
2019-10-24 09-AM,BTCUSD,7449.11,7449.11,7449.11,7449.11,0.0,0.0
2019-10-24 08-AM,BTCUSD,7431.42,7449.11,7431.42,7449.11,0.008422,62.71
2019-10-24 07-AM,BTCUSD,7400,7434.1,7400,7431.42,0.0322,239.22
2019-10-24 06-AM,BTCUSD,7421.04,7421.04,7400,7400,0.0265,196.18
2019-10-24 05-AM,BTCUSD,7421.04,7421.04,7421.04,7421.04,0.0,0.0
2019-10-24 04-AM,BTCUSD,7439.9,7439.9,7421.04,7421.04,0.01823,135.31
2019-10-24 03-AM,BTCUSD,7439.9,7439.9,7439.9,7439.9,0.0,0.0
2019-10-24 02-AM,BTCUSD,7439.9,7439.9,7439.9,7439.9,0.0,0.0
2019-10-24 01-AM,BTCUSD,7439.9,7439.9,7439.9,7439.9,0.0,0.0
2019-10-24 12-AM,BTCUSD,7439.9,7439.9,7439.9,7439.9,0.005016,37.32
2019-10-23 11-PM,BTCUSD,7479.79,7479.79,7437.58,7439.9,0.05541,412.14
2019-10-23 10-PM,BTCUSD,7467.73,7479.79,7456.08,7479.79,0.02327,174.01
2019-10-23 09-PM,BTCUSD,7516,7516,7466.6,7467.73,0.09307,695.02
2019-10-23 08-PM,BTCUSD,7516,7516,7516,7516,0.0,0.0
2019-10-23 07-PM,BTCUSD,7516,7516,7516,7516,0.0,0.0
2019-10-23 06-PM,BTCUSD,7493.6,7516,7493.6,7516,0.03035,227.78
2019-10-23 05-PM,BTCUSD,7465.57,7493.6,7465.57,7493.6,0.3066,2296.14
2019-10-23 04-PM,BTCUSD,7467.3,7467.3,7465.57,7465.57,0.007631,56.98
2019-10-23 03-PM,BTCUSD,7489.48,7489.48,7452.16,7467.3,0.02908,217.54
2019-10-23 02-PM,BTCUSD,7508.36,7508.36,7469.31,7489.48,0.07078,529.85
2019-10-23 01-PM,BTCUSD,7550,7573.99,7440,7508.36,0.5923,4457.44
2019-10-23 12-PM,BTCUSD,8001,8001,7483.41,7550,10.86,84642.14
2019-10-23 11-AM,BTCUSD,7998.86,8001,7998.86,8001,0.001074,8.59
2019-10-23 10-AM,BTCUSD,8013.47,8029.52,7998.86,7998.86,0.5334,4282.14
2019-10-23 09-AM,BTCUSD,7976.54,8013.47,7976.54,8013.47,0.4671,3741.64
2019-10-23 08-AM,BTCUSD,7993.27,7993.27,7976.54,7976.54,0.25,1994.14
2019-10-23 07-AM,BTCUSD,7971.8,8001.6,7971.8,7993.27,0.1305,1043.44
2019-10-23 06-AM,BTCUSD,7960.66,7971.8,7960.66,7971.8,0.002258,18.0
2019-10-23 05-AM,BTCUSD,7999,7999,7952.73,7960.66,2.274,18179.19
2019-10-23 04-AM,BTCUSD,7999.01,7999.01,7999,7999,1.087,8697.85
2019-10-23 03-AM,BTCUSD,8064.29,8064.29,7999.01,7999.01,0.1656,1325.96
2019-10-23 02-AM,BTCUSD,8041.4,8064.29,8041.4,8064.29,0.3514,2833.51
2019-10-23 01-AM,BTCUSD,8041.4,8041.4,8041.4,8041.4,0.0,0.0
2019-10-23 12-AM,BTCUSD,8041.4,8041.4,8041.4,8041.4,0.0,0.0
2019-10-22 11-PM,BTCUSD,8100,8140,8038.01,8041.4,0.1263,1025.75
2019-10-22 10-PM,BTCUSD,8120,8120,8100,8100,0.01623,131.44
2019-10-22 09-PM,BTCUSD,8211.2,8211.2,8120,8120,0.001,8.12
2019-10-22 08-PM,BTCUSD,8211.2,8211.2,8211.2,8211.2,0.0,0.0
2019-10-22 07-PM,BTCUSD,8195.37,8211.2,8180.7,8211.2,0.01485,121.9
2019-10-22 06-PM,BTCUSD,8195.37,8195.37,8195.37,8195.37,0.0,0.0
2019-10-22 05-PM,BTCUSD,8219.4,8219.4,8195.37,8195.37,0.004281,35.09
2019-10-22 04-PM,BTCUSD,8226.78,8226.78,8211.67,8219.4,0.008594,70.62
2019-10-22 03-PM,BTCUSD,8239.3,8239.3,8226.78,8226.78,0.01618,133.09
2019-10-22 02-PM,BTCUSD,8300.09,8300.09,8239.3,8239.3,0.1866,1537.47
2019-10-22 01-PM,BTCUSD,8300.09,8300.09,8300.09,8300.09,0.0,0.0
2019-10-22 12-PM,BTCUSD,8275.01,8300.09,8275.01,8300.09,0.2278,1888.44
2019-10-22 11-AM,BTCUSD,8288.5,8288.5,8275,8275.01,1.426,11801.37
2019-10-22 10-AM,BTCUSD,8281.95,8288.5,8281.95,8288.5,0.01024,84.88
2019-10-22 09-AM,BTCUSD,8257.42,8288.5,8257.42,8281.95,0.1664,1378.56
2019-10-22 08-AM,BTCUSD,8247.59,8257.42,8231,8257.42,0.1129,929.81
