Gmt time,Open,High,Low,Close,Volume
01.01.2018 00:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 01:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 02:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 03:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 04:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 05:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 06:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 07:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 08:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 09:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 10:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 11:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 12:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 13:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 14:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 15:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 16:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 17:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 18:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 19:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 20:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 21:00:00.000,3.80242,3.80242,3.80242,3.80242,0
01.01.2018 22:00:00.000,3.80220,3.80241,3.80205,3.80239,71
01.01.2018 23:00:00.000,3.80239,3.80239,3.80239,3.80239,0
02.01.2018 00:00:00.000,3.79715,3.79715,3.79632,3.79632,7
02.01.2018 01:00:00.000,3.79621,3.79621,3.78738,3.78906,1025.59
02.01.2018 02:00:00.000,3.78906,3.78906,3.78778,3.78849,1052.83
02.01.2018 03:00:00.000,3.78850,3.78890,3.78545,3.78572,916.03
02.01.2018 04:00:00.000,3.78572,3.78619,3.78313,3.78572,2311.4299
02.01.2018 05:00:00.000,3.78545,3.78672,3.77788,3.78003,5021.46
02.01.2018 06:00:00.000,3.78003,3.78420,3.77772,3.78343,3082.23
02.01.2018 07:00:00.000,3.78343,3.78402,3.76790,3.77082,4335.1401
02.01.2018 08:00:00.000,3.77078,3.77359,3.76298,3.76974,4822.77
02.01.2018 09:00:00.000,3.76969,3.77037,3.76194,3.76435,4314.0298
02.01.2018 10:00:00.000,3.76434,3.76909,3.76360,3.76585,3404.47
02.01.2018 11:00:00.000,3.76586,3.76694,3.75775,3.75895,2865.1399
02.01.2018 12:00:00.000,3.75902,3.75965,3.75408,3.75856,2308.79
02.01.2018 13:00:00.000,3.75856,3.75858,3.75432,3.75753,2879.01
02.01.2018 14:00:00.000,3.75735,3.76570,3.75634,3.76472,3548.1299
02.01.2018 15:00:00.000,3.76469,3.76896,3.76250,3.76381,3698.0801
02.01.2018 16:00:00.000,3.76388,3.76940,3.76350,3.76702,2765.5801
02.01.2018 17:00:00.000,3.76707,3.76989,3.76594,3.76888,3779.28
02.01.2018 18:00:00.000,3.76905,3.77253,3.76856,3.76902,2417.51
02.01.2018 19:00:00.000,3.76902,3.76909,3.76647,3.76664,1612.9
