Local time,Ask,Bid,AskVolume,BidVolume,Change %
27.01.2020 12:56:57.382 GMT-0500,87.402,87.307,0.0008,0.002,
27.01.2020 12:56:59.615 GMT-0500,87.393,87.307,0.0008,0.002,
27.01.2020 12:56:59.666 GMT-0500,87.393,87.307,0.002,0.002,
27.01.2020 12:56:59.721 GMT-0500,87.402,87.307,0.0008,0.002,
27.01.2020 12:56:59.771 GMT-0500,87.402,87.318,0.002,0.002,
27.01.2020 12:57:00.066 GMT-0500,87.392,87.318,0.0008,0.002,
27.01.2020 12:57:02.825 GMT-0500,87.382,87.318,0.0008,0.002,
27.01.2020 12:57:02.875 GMT-0500,87.392,87.338,0.0008,0.0008,
27.01.2020 12:57:07.482 GMT-0500,87.393,87.337,0.0008,0.002,
27.01.2020 12:57:07.533 GMT-0500,87.403,87.337,0.002,0.002,
27.01.2020 12:57:07.583 GMT-0500,87.382,87.338,0.0008,0.0008,
27.01.2020 12:57:09.155 GMT-0500,87.383,87.317,0.002,0.002,
27.01.2020 12:57:09.205 GMT-0500,87.382,87.317,0.0008,0.002,
27.01.2020 12:57:16.284 GMT-0500,87.372,87.298,0.0008,0.002,
27.01.2020 12:57:16.335 GMT-0500,87.372,87.298,0.0008,0.0008,
27.01.2020 12:57:23.113 GMT-0500,87.372,87.258,0.0008,0.002,
27.01.2020 12:57:23.164 GMT-0500,87.352,87.248,0.002,0.002,
27.01.2020 12:57:28.083 GMT-0500,87.352,87.257,0.0008,0.0008,
27.01.2020 12:57:29.198 GMT-0500,87.353,87.257,0.0008,0.002,
27.01.2020 12:57:29.249 GMT-0500,87.362,87.257,0.0008,0.002,
27.01.2020 12:57:34.978 GMT-0500,87.332,87.258,0.0008,0.002,
27.01.2020 12:57:49.212 GMT-0500,87.332,87.248,0.0008,0.0008,
27.01.2020 12:57:51.965 GMT-0500,87.313,87.247,0.0008,0.002,
27.01.2020 12:57:52.477 GMT-0500,87.313,87.247,0.0008,0.002,
27.01.2020 12:57:52.528 GMT-0500,87.322,87.247,0.0008,0.002,
27.01.2020 12:57:52.964 GMT-0500,87.312,87.248,0.0008,0.002,
27.01.2020 12:57:53.334 GMT-0500,87.302,87.248,0.002,0.002,
27.01.2020 12:57:54.260 GMT-0500,87.323,87.247,0.002,0.002,
27.01.2020 12:57:56.325 GMT-0500,87.302,87.248,0.002,0.002,
27.01.2020 12:58:01.687 GMT-0500,87.323,87.247,0.002,0.002,
27.01.2020 12:58:07.123 GMT-0500,87.322,87.258,0.0008,0.0008,
27.01.2020 12:58:11.280 GMT-0500,87.362,87.257,0.0008,0.002,
27.01.2020 12:58:14.203 GMT-0500,87.353,87.257,0.0008,0.002,
27.01.2020 12:58:14.335 GMT-0500,87.352,87.257,0.0008,0.002,
27.01.2020 12:58:14.510 GMT-0500,87.352,87.297,0.0008,0.002,
27.01.2020 12:58:15.530 GMT-0500,87.353,87.297,0.002,0.0008,
27.01.2020 12:58:15.581 GMT-0500,87.352,87.258,0.0008,0.0008,
27.01.2020 12:58:16.509 GMT-0500,87.353,87.247,0.002,0.002,
27.01.2020 12:58:16.610 GMT-0500,87.362,87.287,0.0008,0.002,
27.01.2020 12:58:30.343 GMT-0500,87.362,87.297,0.0008,0.0008,
27.01.2020 12:59:00.077 GMT-0500,87.353,87.297,0.0008,0.002,
27.01.2020 12:59:03.412 GMT-0500,87.382,87.288,0.0008,0.0008,
27.01.2020 12:59:03.462 GMT-0500,87.382,87.318,0.0008,0.0008,
27.01.2020 12:59:10.540 GMT-0500,87.382,87.278,0.0008,0.002,
27.01.2020 12:59:10.590 GMT-0500,87.382,87.278,0.002,0.002,
27.01.2020 12:59:12.588 GMT-0500,87.382,87.298,0.002,0.0008,
27.01.2020 12:59:15.265 GMT-0500,87.382,87.298,0.002,0.002,
27.01.2020 12:59:23.587 GMT-0500,87.382,87.317,0.0008,0.0008,
27.01.2020 12:59:48.595 GMT-0500,87.382,87.318,0.0008,0.0008,
27.01.2020 12:59:50.934 GMT-0500,87.442,87.358,0.0008,0.0008,
27.01.2020 12:59:50.984 GMT-0500,87.442,87.378,0.002,0.002,
27.01.2020 12:59:52.866 GMT-0500,87.453,87.407,0.002,0.002,
27.01.2020 12:59:52.976 GMT-0500,87.482,87.407,0.0008,0.002,
27.01.2020 12:59:53.026 GMT-0500,87.472,87.407,0.0008,0.002,
27.01.2020 12:59:54.933 GMT-0500,87.473,87.448,0.0008,0.0008,
27.01.2020 12:59:54.983 GMT-0500,87.512,87.448,0.0008,0.0008,
27.01.2020 12:59:55.034 GMT-0500,87.493,87.387,0.002,0.002,
27.01.2020 12:59:55.113 GMT-0500,87.493,87.397,0.002,0.0008,
27.01.2020 12:59:55.533 GMT-0500,87.492,87.388,0.002,0.002,
27.01.2020 12:59:55.583 GMT-0500,87.492,87.388,0.002,0.002,
27.01.2020 12:59:56.008 GMT-0500,87.493,87.357,0.002,0.002,
27.01.2020 12:59:57.958 GMT-0500,87.492,87.368,0.0008,0.0008,
27.01.2020 12:59:58.249 GMT-0500,87.492,87.357,0.0008,0.002,
27.01.2020 12:59:58.429 GMT-0500,87.482,87.358,0.0008,0.002,
27.01.2020 12:59:58.783 GMT-0500,87.483,87.397,0.002,0.002,
27.01.2020 13:00:00.157 GMT-0500,87.482,87.408,0.0008,0.0008,
27.01.2020 13:00:00.218 GMT-0500,87.482,87.398,0.0008,0.0008,
27.01.2020 13:00:00.319 GMT-0500,87.483,87.397,0.002,0.002,
27.01.2020 13:00:00.524 GMT-0500,87.482,87.438,0.0008,0.0008,
27.01.2020 13:00:10.136 GMT-0500,87.492,87.438,0.002,0.002,
27.01.2020 13:00:34.901 GMT-0500,87.472,87.398,0.0008,0.002,
27.01.2020 13:00:34.951 GMT-0500,87.472,87.398,0.002,0.002,
27.01.2020 13:00:35.002 GMT-0500,87.472,87.358,0.0008,0.0008,
27.01.2020 13:00:35.112 GMT-0500,87.472,87.378,0.0008,0.0008,
27.01.2020 13:00:35.764 GMT-0500,87.482,87.378,0.002,0.002,
27.01.2020 13:00:35.845 GMT-0500,87.482,87.357,0.0008,0.002,
27.01.2020 13:00:37.252 GMT-0500,87.472,87.357,0.0008,0.002,
27.01.2020 13:00:38.029 GMT-0500,87.482,87.357,0.0008,0.002,
27.01.2020 13:00:44.305 GMT-0500,87.483,87.357,0.0008,0.002,
27.01.2020 13:00:44.355 GMT-0500,87.493,87.417,0.002,0.002,
27.01.2020 13:00:45.245 GMT-0500,87.493,87.417,0.0008,0.002,
27.01.2020 13:00:45.296 GMT-0500,87.502,87.418,0.002,0.002,
27.01.2020 13:00:45.397 GMT-0500,87.503,87.417,0.002,0.002,
27.01.2020 13:00:47.826 GMT-0500,87.492,87.417,0.0008,0.002,
27.01.2020 13:00:48.100 GMT-0500,87.502,87.398,0.002,0.002,
27.01.2020 13:00:48.630 GMT-0500,87.502,87.447,0.0008,0.0008,
27.01.2020 13:00:48.680 GMT-0500,87.522,87.448,0.002,0.002,
27.01.2020 13:00:51.202 GMT-0500,87.533,87.397,0.002,0.002,
27.01.2020 13:00:51.736 GMT-0500,87.512,87.398,0.0008,0.0008,
27.01.2020 13:00:56.979 GMT-0500,87.513,87.417,0.002,0.0008,
27.01.2020 13:00:57.598 GMT-0500,87.523,87.417,0.002,0.002,
27.01.2020 13:01:13.478 GMT-0500,87.523,87.447,0.002,0.0008,
27.01.2020 13:01:28.138 GMT-0500,87.522,87.448,0.0008,0.0008,
27.01.2020 13:01:29.250 GMT-0500,87.523,87.447,0.0008,0.002,
27.01.2020 13:01:29.301 GMT-0500,87.532,87.447,0.0008,0.002,
27.01.2020 13:01:30.440 GMT-0500,87.533,87.447,0.0008,0.002,
27.01.2020 13:01:36.668 GMT-0500,87.562,87.447,0.0008,0.002,
27.01.2020 13:01:48.570 GMT-0500,87.552,87.448,0.0008,0.002,
27.01.2020 13:01:49.522 GMT-0500,87.563,87.447,0.002,0.002,
27.01.2020 13:02:14.097 GMT-0500,87.553,87.467,0.002,0.002,
27.01.2020 13:02:22.846 GMT-0500,87.553,87.467,0.0008,0.002,
27.01.2020 13:02:22.898 GMT-0500,87.562,87.467,0.0008,0.002,
27.01.2020 13:02:27.433 GMT-0500,87.593,87.497,0.002,0.002,
27.01.2020 13:02:27.625 GMT-0500,87.592,87.498,0.0008,0.0008,
27.01.2020 13:02:28.316 GMT-0500,87.593,87.497,0.0008,0.002,
27.01.2020 13:02:28.417 GMT-0500,87.602,87.498,0.0008,0.0008,
27.01.2020 13:02:28.741 GMT-0500,87.593,87.498,0.0008,0.0008,
27.01.2020 13:02:39.022 GMT-0500,87.582,87.498,0.002,0.002,
27.01.2020 13:02:39.246 GMT-0500,87.573,87.498,0.0008,0.0008,
27.01.2020 13:02:49.550 GMT-0500,87.573,87.517,0.0008,0.0008,
27.01.2020 13:02:49.600 GMT-0500,87.593,87.517,0.002,0.002,
27.01.2020 13:02:50.189 GMT-0500,87.592,87.518,0.0008,0.0008,
27.01.2020 13:02:50.348 GMT-0500,87.602,87.518,0.002,0.002,
27.01.2020 13:02:53.254 GMT-0500,87.602,87.527,0.0008,0.0008,
27.01.2020 13:03:12.128 GMT-0500,87.592,87.528,0.0008,0.002,
27.01.2020 13:03:16.257 GMT-0500,87.583,87.527,0.0008,0.002,
27.01.2020 13:03:28.072 GMT-0500,87.583,87.527,0.0008,0.002,
27.01.2020 13:03:28.122 GMT-0500,87.592,87.527,0.0008,0.002,
27.01.2020 13:03:29.381 GMT-0500,87.593,87.527,0.0008,0.002,
27.01.2020 13:03:31.307 GMT-0500,87.603,87.527,0.002,0.002,
27.01.2020 13:03:34.040 GMT-0500,87.602,87.527,0.0008,0.002,
27.01.2020 13:03:34.091 GMT-0500,87.613,87.527,0.002,0.002,
27.01.2020 13:03:36.113 GMT-0500,87.612,87.527,0.0008,0.002,
27.01.2020 13:03:38.492 GMT-0500,87.613,87.527,0.002,0.002,
27.01.2020 13:03:41.472 GMT-0500,87.572,87.518,0.002,0.002,
27.01.2020 13:03:41.573 GMT-0500,87.542,87.448,0.0008,0.0008,
27.01.2020 13:03:41.946 GMT-0500,87.543,87.447,0.002,0.002,
27.01.2020 13:03:42.046 GMT-0500,87.542,87.398,0.0008,0.0008,
27.01.2020 13:03:42.155 GMT-0500,87.573,87.397,0.002,0.002,
27.01.2020 13:03:42.745 GMT-0500,87.573,87.398,0.0008,0.0008,
27.01.2020 13:03:44.954 GMT-0500,87.533,87.417,0.0008,0.0008,
27.01.2020 13:03:45.770 GMT-0500,87.543,87.447,0.0008,0.002,
27.01.2020 13:03:45.820 GMT-0500,87.593,87.447,0.002,0.002,
27.01.2020 13:03:46.147 GMT-0500,87.533,87.447,0.0008,0.0008,
27.01.2020 13:03:46.200 GMT-0500,87.533,87.417,0.002,0.002,
27.01.2020 13:03:47.120 GMT-0500,87.542,87.398,0.002,0.002,
27.01.2020 13:03:47.642 GMT-0500,87.543,87.397,0.002,0.002,
27.01.2020 13:03:50.579 GMT-0500,87.542,87.397,0.0008,0.002,
27.01.2020 13:03:50.787 GMT-0500,87.533,87.407,0.0008,0.0008,
27.01.2020 13:03:50.888 GMT-0500,87.543,87.407,0.002,0.002,
27.01.2020 13:03:51.574 GMT-0500,87.542,87.398,0.002,0.002,
27.01.2020 13:03:53.129 GMT-0500,87.542,87.408,0.002,0.002,
27.01.2020 13:03:53.288 GMT-0500,87.543,87.407,0.002,0.002,
27.01.2020 13:03:54.064 GMT-0500,87.542,87.397,0.0008,0.002,
27.01.2020 13:03:55.797 GMT-0500,87.533,87.397,0.0008,0.002,
27.01.2020 13:03:56.207 GMT-0500,87.532,87.397,0.0008,0.002,
27.01.2020 13:03:56.257 GMT-0500,87.542,87.397,0.0008,0.002,
27.01.2020 13:04:00.073 GMT-0500,87.523,87.397,0.0008,0.002,
27.01.2020 13:04:00.497 GMT-0500,87.513,87.417,0.0008,0.0008,
27.01.2020 13:04:14.566 GMT-0500,87.513,87.418,0.0008,0.0008,
27.01.2020 13:04:14.617 GMT-0500,87.532,87.418,0.002,0.002,
27.01.2020 13:04:19.055 GMT-0500,87.532,87.418,0.002,0.002,
27.01.2020 13:04:24.610 GMT-0500,87.532,87.458,0.0008,0.0008,
27.01.2020 13:04:24.660 GMT-0500,87.592,87.458,0.002,0.002,
27.01.2020 13:04:24.951 GMT-0500,87.572,87.458,0.0008,0.002,
27.01.2020 13:04:25.659 GMT-0500,87.572,87.478,0.002,0.002,
27.01.2020 13:04:29.133 GMT-0500,87.573,87.487,0.002,0.0008,
27.01.2020 13:04:32.113 GMT-0500,87.572,87.487,0.0008,0.002,
27.01.2020 13:04:33.142 GMT-0500,87.522,87.487,0.0008,0.002,
27.01.2020 13:04:39.576 GMT-0500,87.522,87.398,0.0008,0.0008,
27.01.2020 13:04:42.827 GMT-0500,87.522,87.408,0.0008,0.0008,
27.01.2020 13:04:43.117 GMT-0500,87.523,87.407,0.002,0.002,
27.01.2020 13:04:43.337 GMT-0500,87.522,87.408,0.002,0.002,
27.01.2020 13:04:47.683 GMT-0500,87.522,87.418,0.0008,0.0008,
27.01.2020 13:04:47.945 GMT-0500,87.522,87.408,0.0008,0.002,
27.01.2020 13:04:47.995 GMT-0500,87.522,87.408,0.002,0.002,
27.01.2020 13:04:52.051 GMT-0500,87.522,87.448,0.002,0.0008,
27.01.2020 13:04:57.866 GMT-0500,87.523,87.447,0.002,0.002,
27.01.2020 13:05:15.523 GMT-0500,87.522,87.487,0.0008,0.002,
27.01.2020 13:05:20.090 GMT-0500,87.502,87.418,0.0008,0.002,
27.01.2020 13:05:20.140 GMT-0500,87.502,87.418,0.0008,0.0008,
27.01.2020 13:05:20.314 GMT-0500,87.502,87.408,0.0008,0.002,
27.01.2020 13:05:20.870 GMT-0500,87.503,87.437,0.0008,0.0008,
27.01.2020 13:05:20.920 GMT-0500,87.523,87.437,0.002,0.002,
27.01.2020 13:05:28.137 GMT-0500,87.522,87.437,0.0008,0.002,
27.01.2020 13:05:28.188 GMT-0500,87.522,87.438,0.0008,0.0008,
27.01.2020 13:05:32.441 GMT-0500,87.502,87.408,0.002,0.002,
27.01.2020 13:05:32.491 GMT-0500,87.482,87.428,0.002,0.002,
27.01.2020 13:05:32.610 GMT-0500,87.482,87.398,0.0008,0.0008,
27.01.2020 13:05:33.464 GMT-0500,87.483,87.398,0.0008,0.0008,
27.01.2020 13:05:37.287 GMT-0500,87.492,87.398,0.0008,0.002,
27.01.2020 13:05:38.249 GMT-0500,87.492,87.408,0.002,0.0008,
27.01.2020 13:05:38.350 GMT-0500,87.473,87.397,0.002,0.002,
27.01.2020 13:05:42.065 GMT-0500,87.472,87.407,0.0008,0.002,
27.01.2020 13:05:45.123 GMT-0500,87.492,87.408,0.002,0.002,
27.01.2020 13:05:49.440 GMT-0500,87.502,87.408,0.002,0.002,
27.01.2020 13:06:04.080 GMT-0500,87.473,87.397,0.0008,0.002,
27.01.2020 13:06:04.131 GMT-0500,87.502,87.428,0.002,0.002,
27.01.2020 13:06:07.721 GMT-0500,87.493,87.428,0.0008,0.0008,
27.01.2020 13:06:10.118 GMT-0500,87.492,87.418,0.0008,0.002,
27.01.2020 13:06:10.168 GMT-0500,87.492,87.418,0.002,0.002,
27.01.2020 13:06:10.768 GMT-0500,87.502,87.418,0.002,0.002,
27.01.2020 13:06:11.200 GMT-0500,87.502,87.407,0.0008,0.002,
27.01.2020 13:06:12.840 GMT-0500,87.493,87.407,0.0008,0.002,
27.01.2020 13:06:22.749 GMT-0500,87.462,87.407,0.0008,0.002,
27.01.2020 13:06:22.849 GMT-0500,87.452,87.358,0.002,0.002,
27.01.2020 13:06:22.983 GMT-0500,87.472,87.377,0.0008,0.002,
27.01.2020 13:06:23.513 GMT-0500,87.472,87.377,0.0008,0.0008,
27.01.2020 13:06:23.563 GMT-0500,87.472,87.357,0.0008,0.002,
27.01.2020 13:06:26.458 GMT-0500,87.472,87.377,0.0008,0.002,
27.01.2020 13:06:28.085 GMT-0500,87.473,87.357,0.002,0.002,
27.01.2020 13:06:28.135 GMT-0500,87.473,87.377,0.002,0.002,
27.01.2020 13:06:28.551 GMT-0500,87.472,87.378,0.0008,0.0008,
27.01.2020 13:06:28.919 GMT-0500,87.473,87.357,0.002,0.002,
27.01.2020 13:06:28.969 GMT-0500,87.472,87.357,0.0008,0.002,
27.01.2020 13:06:29.174 GMT-0500,87.442,87.358,0.0008,0.002,
27.01.2020 13:06:29.628 GMT-0500,87.442,87.388,0.0008,0.0008,
27.01.2020 13:06:30.477 GMT-0500,87.443,87.357,0.002,0.002,
27.01.2020 13:06:31.118 GMT-0500,87.442,87.388,0.0008,0.0008,
27.01.2020 13:06:38.843 GMT-0500,87.443,87.377,0.002,0.002,
27.01.2020 13:06:39.600 GMT-0500,87.443,87.357,0.002,0.002,
27.01.2020 13:06:39.819 GMT-0500,87.443,87.377,0.002,0.0008,
27.01.2020 13:06:40.634 GMT-0500,87.443,87.357,0.002,0.002,
27.01.2020 13:06:43.548 GMT-0500,87.432,87.368,0.0008,0.0008,
27.01.2020 13:06:44.249 GMT-0500,87.432,87.318,0.0008,0.002,
27.01.2020 13:06:44.299 GMT-0500,87.433,87.337,0.002,0.002,
27.01.2020 13:06:44.519 GMT-0500,87.432,87.337,0.0008,0.002,
27.01.2020 13:06:45.025 GMT-0500,87.432,87.318,0.0008,0.0008,
27.01.2020 13:06:47.482 GMT-0500,87.412,87.318,0.0008,0.0008,
27.01.2020 13:07:01.201 GMT-0500,87.413,87.317,0.002,0.002,
27.01.2020 13:07:03.643 GMT-0500,87.412,87.318,0.0008,0.0008,
27.01.2020 13:07:05.102 GMT-0500,87.413,87.347,0.002,0.0008,
27.01.2020 13:07:06.075 GMT-0500,87.402,87.348,0.0008,0.0008,
27.01.2020 13:07:07.030 GMT-0500,87.403,87.347,0.0008,0.002,
27.01.2020 13:07:08.300 GMT-0500,87.412,87.368,0.002,0.0008,
27.01.2020 13:07:08.350 GMT-0500,87.412,87.328,0.002,0.002,
27.01.2020 13:07:09.281 GMT-0500,87.412,87.357,0.0008,0.0008,
27.01.2020 13:07:09.332 GMT-0500,87.452,87.368,0.002,0.002,
27.01.2020 13:07:09.648 GMT-0500,87.472,87.367,0.0008,0.002,
27.01.2020 13:07:11.363 GMT-0500,87.453,87.367,0.0008,0.002,
27.01.2020 13:07:13.395 GMT-0500,87.443,87.367,0.0008,0.002,
27.01.2020 13:07:14.143 GMT-0500,87.442,87.367,0.0008,0.002,
27.01.2020 13:07:17.318 GMT-0500,87.432,87.368,0.0008,0.002,
27.01.2020 13:07:20.025 GMT-0500,87.422,87.368,0.0008,0.002,
27.01.2020 13:07:20.206 GMT-0500,87.402,87.368,0.0008,0.0008,
27.01.2020 13:07:20.257 GMT-0500,87.423,87.357,0.002,0.002,
27.01.2020 13:07:20.487 GMT-0500,87.422,87.378,0.0008,0.0008,
27.01.2020 13:07:20.538 GMT-0500,87.422,87.338,0.0008,0.0008,
27.01.2020 13:07:23.079 GMT-0500,87.423,87.368,0.0008,0.0008,
27.01.2020 13:07:23.130 GMT-0500,87.442,87.368,0.0008,0.0008,
27.01.2020 13:07:44.149 GMT-0500,87.442,87.368,0.0008,0.002,
27.01.2020 13:07:44.202 GMT-0500,87.513,87.417,0.002,0.002,
27.01.2020 13:07:47.599 GMT-0500,87.493,87.417,0.0008,0.002,
27.01.2020 13:07:53.421 GMT-0500,87.483,87.417,0.0008,0.0008,
27.01.2020 13:07:53.472 GMT-0500,87.482,87.378,0.0008,0.0008,
27.01.2020 13:08:00.210 GMT-0500,87.482,87.378,0.002,0.002,
27.01.2020 13:08:00.674 GMT-0500,87.492,87.408,0.002,0.002,
27.01.2020 13:08:09.871 GMT-0500,87.462,87.408,0.0008,0.002,
27.01.2020 13:08:12.231 GMT-0500,87.462,87.397,0.0008,0.002,
27.01.2020 13:08:28.070 GMT-0500,87.463,87.397,0.002,0.0008,
27.01.2020 13:08:28.121 GMT-0500,87.462,87.378,0.0008,0.0008,
27.01.2020 13:08:35.268 GMT-0500,87.462,87.348,0.002,0.002,
27.01.2020 13:08:35.404 GMT-0500,87.462,87.337,0.0008,0.002,
27.01.2020 13:08:36.111 GMT-0500,87.463,87.317,0.002,0.002,
27.01.2020 13:08:39.026 GMT-0500,87.423,87.317,0.0008,0.002,
27.01.2020 13:08:39.138 GMT-0500,87.402,87.338,0.002,0.002,
27.01.2020 13:08:39.879 GMT-0500,87.402,87.278,0.0008,0.0008,
27.01.2020 13:08:40.066 GMT-0500,87.402,87.308,0.0008,0.0008,
27.01.2020 13:08:40.303 GMT-0500,87.382,87.308,0.002,0.002,
27.01.2020 13:08:40.887 GMT-0500,87.382,87.278,0.0008,0.0008,
27.01.2020 13:08:55.595 GMT-0500,87.362,87.278,0.0008,0.0008,
27.01.2020 13:08:57.085 GMT-0500,87.362,87.288,0.002,0.0008,
27.01.2020 13:08:57.651 GMT-0500,87.362,87.297,0.0008,0.002,
27.01.2020 13:08:57.768 GMT-0500,87.383,87.297,0.002,0.002,
27.01.2020 13:09:00.654 GMT-0500,87.382,87.278,0.0008,0.002,
27.01.2020 13:09:01.320 GMT-0500,87.363,87.277,0.0008,0.002,
27.01.2020 13:09:04.124 GMT-0500,87.363,87.277,0.002,0.002,
27.01.2020 13:09:06.789 GMT-0500,87.362,87.288,0.002,0.0008,
27.01.2020 13:09:07.023 GMT-0500,87.363,87.287,0.002,0.002,
27.01.2020 13:09:07.445 GMT-0500,87.352,87.288,0.0008,0.0008,
27.01.2020 13:09:07.560 GMT-0500,87.352,87.278,0.002,0.002,
27.01.2020 13:09:11.437 GMT-0500,87.332,87.278,0.0008,0.002,
27.01.2020 13:09:12.815 GMT-0500,87.332,87.278,0.0008,0.002,
27.01.2020 13:09:13.325 GMT-0500,87.323,87.307,0.0008,0.002,
27.01.2020 13:09:13.376 GMT-0500,87.332,87.248,0.002,0.002,
27.01.2020 13:09:14.200 GMT-0500,87.332,87.238,0.0008,0.002,
27.01.2020 13:09:14.301 GMT-0500,87.333,87.247,0.002,0.002,
27.01.2020 13:09:14.551 GMT-0500,87.333,87.305,0.002,0.0008,
27.01.2020 13:09:15.042 GMT-0500,87.323,87.307,0.0008,0.002,
27.01.2020 13:09:15.092 GMT-0500,87.332,87.308,0.0008,0.0008,
27.01.2020 13:09:23.661 GMT-0500,87.333,87.307,0.002,0.002,
27.01.2020 13:09:26.183 GMT-0500,87.332,87.307,0.0008,0.002,
27.01.2020 13:09:39.941 GMT-0500,87.333,87.305,0.002,0.0008,
27.01.2020 13:09:40.042 GMT-0500,87.332,87.248,0.002,0.002,
27.01.2020 13:09:40.746 GMT-0500,87.332,87.305,0.0008,0.0008,
27.01.2020 13:09:41.549 GMT-0500,87.332,87.298,0.002,0.002,
27.01.2020 13:09:45.447 GMT-0500,87.332,87.307,0.0008,0.0008,
27.01.2020 13:09:46.028 GMT-0500,87.332,87.307,0.0008,0.002,
27.01.2020 13:09:51.055 GMT-0500,87.332,87.248,0.0008,0.0008,
27.01.2020 13:09:51.269 GMT-0500,87.332,87.238,0.0008,0.002,
27.01.2020 13:09:52.313 GMT-0500,87.323,87.237,0.0008,0.002,
27.01.2020 13:09:53.692 GMT-0500,87.312,87.248,0.0008,0.0008,
27.01.2020 13:09:54.496 GMT-0500,87.312,87.237,0.0008,0.002,
27.01.2020 13:09:55.016 GMT-0500,87.322,87.238,0.002,0.002,
27.01.2020 13:09:55.459 GMT-0500,87.322,87.247,0.0008,0.0008,
27.01.2020 13:09:55.825 GMT-0500,87.322,87.247,0.0008,0.002,
27.01.2020 13:09:56.154 GMT-0500,87.323,87.237,0.002,0.002,
27.01.2020 13:09:56.204 GMT-0500,87.322,87.237,0.0008,0.002,
27.01.2020 13:09:56.551 GMT-0500,87.352,87.328,0.002,0.002,
27.01.2020 13:09:57.483 GMT-0500,87.362,87.328,0.002,0.002,
27.01.2020 13:09:57.857 GMT-0500,87.392,87.328,0.0008,0.0008,
27.01.2020 13:09:59.520 GMT-0500,87.392,87.278,0.0008,0.002,
27.01.2020 13:09:59.571 GMT-0500,87.392,87.278,0.0008,0.0008,
27.01.2020 13:10:00.832 GMT-0500,87.393,87.287,0.002,0.002,
27.01.2020 13:10:00.992 GMT-0500,87.392,87.288,0.0008,0.0008,
27.01.2020 13:10:01.382 GMT-0500,87.392,87.317,0.0008,0.0008,
27.01.2020 13:10:11.453 GMT-0500,87.392,87.318,0.0008,0.0008,
27.01.2020 13:10:38.943 GMT-0500,87.392,87.328,0.0008,0.0008,
27.01.2020 13:10:39.200 GMT-0500,87.393,87.357,0.002,0.0008,
27.01.2020 13:10:41.778 GMT-0500,87.392,87.367,0.0008,0.0008,
27.01.2020 13:10:41.829 GMT-0500,87.422,87.348,0.0008,0.0008,
27.01.2020 13:10:42.211 GMT-0500,87.423,87.317,0.002,0.002,
27.01.2020 13:10:43.793 GMT-0500,87.423,87.317,0.002,0.002,
27.01.2020 13:11:05.857 GMT-0500,87.422,87.338,0.002,0.002,
27.01.2020 13:11:11.213 GMT-0500,87.422,87.357,0.0008,0.0008,
27.01.2020 13:11:11.264 GMT-0500,87.443,87.357,0.002,0.002,
27.01.2020 13:11:15.655 GMT-0500,87.433,87.357,0.002,0.002,
27.01.2020 13:11:16.528 GMT-0500,87.432,87.357,0.0008,0.002,
27.01.2020 13:11:16.773 GMT-0500,87.442,87.358,0.0008,0.0008,
27.01.2020 13:11:17.115 GMT-0500,87.433,87.357,0.0008,0.002,
27.01.2020 13:11:32.783 GMT-0500,87.412,87.357,0.0008,0.0008,
27.01.2020 13:11:32.834 GMT-0500,87.412,87.337,0.0008,0.002,
27.01.2020 13:11:55.111 GMT-0500,87.402,87.338,0.0008,0.002,
27.01.2020 13:12:01.211 GMT-0500,87.403,87.337,0.002,0.002,
27.01.2020 13:12:15.815 GMT-0500,87.403,87.357,0.002,0.0008,
27.01.2020 13:12:18.218 GMT-0500,87.402,87.368,0.0008,0.0008,
27.01.2020 13:12:19.131 GMT-0500,87.412,87.358,0.0008,0.0008,
27.01.2020 13:12:21.273 GMT-0500,87.413,87.387,0.0008,0.0008,
27.01.2020 13:12:21.323 GMT-0500,87.432,87.387,0.0008,0.002,
27.01.2020 13:12:21.706 GMT-0500,87.432,87.377,0.0008,0.002,
27.01.2020 13:12:34.113 GMT-0500,87.482,87.408,0.002,0.002,
27.01.2020 13:12:34.230 GMT-0500,87.472,87.408,0.0008,0.002,
27.01.2020 13:12:37.917 GMT-0500,87.482,87.408,0.002,0.002,
27.01.2020 13:12:48.820 GMT-0500,87.482,87.418,0.002,0.0008,
27.01.2020 13:12:49.101 GMT-0500,87.472,87.418,0.0008,0.0008,
27.01.2020 13:12:49.905 GMT-0500,87.473,87.418,0.0008,0.0008,
27.01.2020 13:12:49.955 GMT-0500,87.482,87.418,0.0008,0.0008,
27.01.2020 13:12:50.793 GMT-0500,87.473,87.417,0.0008,0.002,
27.01.2020 13:12:51.511 GMT-0500,87.472,87.418,0.0008,0.0008,
27.01.2020 13:12:53.772 GMT-0500,87.463,87.417,0.002,0.002,
27.01.2020 13:13:07.486 GMT-0500,87.463,87.447,0.0008,0.0008,
27.01.2020 13:13:07.537 GMT-0500,87.492,87.447,0.0008,0.002,
27.01.2020 13:13:08.344 GMT-0500,87.502,87.448,0.002,0.002,
27.01.2020 13:13:23.749 GMT-0500,87.493,87.448,0.0008,0.0008,
27.01.2020 13:13:26.448 GMT-0500,87.458,87.438,0.0008,0.002,
27.01.2020 13:13:26.499 GMT-0500,87.452,87.438,0.0008,0.0008,
27.01.2020 13:13:30.721 GMT-0500,87.472,87.428,0.0008,0.0008,
27.01.2020 13:13:31.201 GMT-0500,87.472,87.418,0.002,0.002,
27.01.2020 13:13:33.817 GMT-0500,87.472,87.408,0.0008,0.0008,
